,MA_SO_SV,HOC_KY,TC_DANGKY,TC_HOANTHANH,GPA,CPA,semester_order,NAM_TUYENSINH,PTXT,TOHOP_XT,DIEM_TRUNGTUYEN,DIEM_CHUAN,ADMISSION_GAP
787,0c1f974c3bc8,HK1 2024-2025,13,0,0,0,20241,2021,1,V00,24.72,22.65,2.0700000000000003
788,0c2195a405ab,HK1 2024-2025,22,0,0,0,20241,2022,100,A00,24.39,19.95,4.440000000000001
789,0c278532249e,HK1 2024-2025,25,0,0,0,20241,2022,100,A00,23.44,23.19,0.25
790,0c2c49c66272,HK1 2024-2025,6,0,0,0,20241,2021,1,A01,24.56,24.51,0.04999999999999716
791,0c2fdd1737ad,HK1 2024-2025,17,0,0,0,20241,2020,1,A00,25.73,21.95,3.780000000000001
792,0c2fe58d1f80,HK1 2024-2025,15,0,0,0,20241,2024,100,D01,23.53,23.42,0.10999999999999943
793,0c30b34a3ce0,HK1 2024-2025,19,0,0,0,20241,2021,1,A00,22.76,22.61,0.15000000000000213
794,0c30c9d0a4d4,HK1 2024-2025,21,0,0,0,20241,2022,100,A00,25.67,16.2,9.470000000000002
795,0c34519bebce,HK1 2024-2025,22,0,0,0,20241,2020,1,A00,24.14,21.88,2.2600000000000016
796,0c35a25c3183,HK1 2024-2025,20,0,0,0,20241,2023,100,V00,17.62,17.13,0.490000000000002
797,0c3ba1b57e78,HK1 2024-2025,27,0,0,0,20241,2021,1,A00,23.7,23.55,0.14999999999999858
798,0c3bbb41442c,HK1 2024-2025,19,0,0,0,20241,2024,100,A01,23.9,23.61,0.28999999999999915
799,0c3c864f1c8d,HK1 2024-2025,19,0,0,0,20241,2024,100,D01,22.97,21.97,1.0
800,0c4214366916,HK1 2024-2025,18,0,0,0,20241,2024,100,A00,24.24,22.4,1.8399999999999999
801,0c43f3140106,HK1 2024-2025,8,0,0,0,20241,2020,1,A00,22.71,21.38,1.3300000000000018
802,0c450fdecda2,HK1 2024-2025,19,0,0,0,20241,2022,100,A01,22.69,22.1,0.5899999999999999
803,0c47b16f02eb,HK1 2024-2025,22,0,0,0,20241,2023,100,A00,20.6,20.05,0.5500000000000007
804,0c646e168985,HK1 2024-2025,28,0,0,0,20241,2021,1,A01,26.31,25.85,0.4599999999999973
805,0c68a0e216cf,HK1 2024-2025,9,0,0,0,20241,2023,100,B00,18.53,16.71,1.8200000000000003
806,0c6eb821db95,HK1 2024-2025,21,0,0,0,20241,2021,1,A01,23.03,22.63,0.40000000000000213
807,0c6fab41bbf6,HK1 2024-2025,22,0,0,0,20241,2023,100,A01,20.35,20.25,0.10000000000000142
808,0c72db8fb24f,HK1 2024-2025,2,0,0,0,20241,2020,1,A00,20.23,19.88,0.3500000000000014
809,0c75bc4f25d7,HK1 2024-2025,18,0,0,0,20241,2021,1,A01,23.67,23.37,0.3000000000000007
810,0c7c683dbc5d,HK1 2024-2025,13,0,0,0,20241,2023,100,A00,24.26,24.02,0.240000000000002
811,0c7c6ba1470a,HK1 2024-2025,21,0,0,0,20241,2022,100,A00,22.93,20.38,2.5500000000000007
812,0c7e3bdf0523,HK1 2024-2025,17,0,0,0,20241,2024,100,A01,25.57,25.09,0.4800000000000004
813,0c84f6cf067c,HK1 2024-2025,20,0,0,0,20241,2022,100,D07,25.25,25.25,0.0
814,0c85731783e0,HK1 2024-2025,22,0,0,0,20241,2023,100,A00,22.22,21.36,0.8599999999999994
815,0c8b6a61ee59,HK1 2024-2025,22,0,0,0,20241,2023,100,A00,18.08,16.93,1.1499999999999986
816,0c8cbc20add9,HK1 2024-2025,21,0,0,0,20241,2023,100,A00,24.08,22.57,1.509999999999998
817,0c8d24dae18c,HK1 2024-2025,18,0,0,0,20241,2021,1,A00,17.72,15.75,1.9699999999999989
818,0c93adb002dc,HK1 2024-2025,20,0,0,0,20241,2021,1,A00,19.59,16.12,3.469999999999999
819,0c9805c3a7f5,HK1 2024-2025,23,0,0,0,20241,2023,100,A00,17.95,16.77,1.1799999999999997
820,0ca17f71517a,HK1 2024-2025,16,0,0,0,20241,2021,1,V00,20.41,17.79,2.620000000000001
821,0caa1d3cff01,HK1 2024-2025,3,0,0,0,20241,2018,1,B00,16.53,15.17,1.3600000000000012
822,0cb401df4761,HK1 2024-2025,15,0,0,0,20241,2022,100,V00,22.65,20.54,2.1099999999999994
823,0cb4fc7f28b5,HK1 2024-2025,18,0,0,0,20241,2024,100,A00,23.81,23.45,0.35999999999999943
824,0cb623ffd29a,HK1 2024-2025,19,0,0,0,20241,2022,100,A00,23.9,20.0,3.8999999999999986
825,0cba38dbd87f,HK1 2024-2025,19,0,0,0,20241,2021,1,A00,25.06,23.32,1.7399999999999984
826,0cbabe0d44e2,HK1 2024-2025,16,0,0,0,20241,2020,1,A00,24.57,21.68,2.8900000000000006
827,0cbbb8eb4fb3,HK1 2024-2025,11,0,0,0,20241,2020,1,A00,24.55,16.4,8.150000000000002
828,0cc071b09177,HK1 2024-2025,14,0,0,0,20241,2018,1,A00,20.16,17.78,2.379999999999999
829,0cc1e6824b9a,HK1 2024-2025,18,0,0,0,20241,2022,100,A00,23.08,22.13,0.9499999999999993
830,0cc229e4f26e,HK1 2024-2025,12,0,0,0,20241,2024,100,V00,21.61,21.61,0.0
831,0cc6d87d8d96,HK1 2024-2025,10,0,0,0,20241,2018,1,A00,16.65,15.94,0.7099999999999991
832,0cc79bb700b5,HK1 2024-2025,16,0,0,0,20241,2024,100,V00,24.33,21.89,2.4399999999999977
833,0cd4904be024,HK1 2024-2025,13,0,0,0,20241,2021,1,V02,25.29,23.15,2.1400000000000006
834,0cd5490eb1d6,HK1 2024-2025,22,0,0,0,20241,2024,100,D01,18.87,16.97,1.9000000000000021
835,0cd864e59e51,HK1 2024-2025,21,0,0,0,20241,2023,100,A00,23.33,22.95,0.379999999999999
836,0cdae19c7cc8,HK1 2024-2025,19,0,0,0,20241,2023,100,A01,23.33,22.14,1.1899999999999977
837,0cdd07dcf7a8,HK1 2024-2025,17,0,0,0,20241,2024,100,A00,17.78,17.17,0.6099999999999994
838,0ce15edd2fe6,HK1 2024-2025,17,0,0,0,20241,2024,100,A00,17.87,16.78,1.0899999999999999
839,0ced41d0a9a8,HK1 2024-2025,19,0,0,0,20241,2022,100,V02,21.92,21.0,0.9200000000000017
840,0cf1090c9171,HK1 2024-2025,12,0,0,0,20241,2020,1,A00,21.18,16.83,4.350000000000001
841,0cf497d2d8d2,HK1 2024-2025,8,0,0,0,20241,2019,1,A00,20.22,19.52,0.6999999999999993
842,0cf5c45ab2b7,HK1 2024-2025,22,0,0,0,20241,2023,100,V00,23.79,20.78,3.009999999999998
843,0cf69d015b18,HK1 2024-2025,28,0,0,0,20241,2021,1,A01,23.61,23.16,0.4499999999999993
844,0cfe7f520200,HK1 2024-2025,5,0,0,0,20241,2019,1,A00,18.53,18.03,0.5
845,0d05a72072a9,HK1 2024-2025,19,0,0,0,20241,2023,100,A00,23.14,19.68,3.460000000000001
846,0d084a10e99a,HK1 2024-2025,20,0,0,0,20241,2023,100,A00,25.54,24.88,0.6600000000000001
847,0d0f25d2f6c8,HK1 2024-2025,21,0,0,0,20241,2023,100,A00,25.97,24.31,1.6600000000000001
848,0d12ae80b2e1,HK1 2024-2025,20,0,0,0,20241,2022,100,A00,24.27,19.85,4.419999999999998
849,0d2578147628,HK1 2024-2025,21,0,0,0,20241,2023,100,A00,23.51,22.75,0.7600000000000016
850,0d265d79efc8,HK1 2024-2025,7,0,0,0,20241,2018,1,A00,19.62,15.17,4.450000000000001
851,0d271f45e4dc,HK1 2024-2025,17,0,0,0,20241,2024,100,D01,25.21,24.67,0.5399999999999991
852,0d274f0a8175,HK1 2024-2025,19,0,0,0,20241,2021,1,V02,24.02,22.91,1.1099999999999994
853,0d2aa91ac2cf,HK1 2024-2025,25,0,0,0,20241,2023,100,A00,25.42,24.26,1.1600000000000001
854,0d2ba58e8fcf,HK1 2024-2025,25,0,0,0,20241,2021,1,A00,23.92,23.77,0.15000000000000213
855,0d31a3816d3d,HK1 2024-2025,16,0,0,0,20241,2020,1,A00,19.45,19.35,0.09999999999999787
856,0d3463c833a8,HK1 2024-2025,17,0,0,0,20241,2021,1,A00,25.59,23.08,2.5100000000000016
857,0d35e9884e5a,HK1 2024-2025,18,0,0,0,20241,2024,100,A00,25.42,22.47,2.950000000000003
858,0d3724ffcf1f,HK1 2024-2025,24,0,0,0,20241,2022,100,A00,23.69,22.7,0.990000000000002
859,0d39b61622ac,HK1 2024-2025,19,0,0,0,20241,2021,1,A00,23.85,23.7,0.15000000000000213
860,0d3b7435829d,HK1 2024-2025,18,0,0,0,20241,2020,1,A00,25.65,21.79,3.8599999999999994
861,0d44aedd3bfa,HK1 2024-2025,22,0,0,0,20241,2023,100,A00,18.27,16.7,1.5700000000000003
862,0d49aec3a63a,HK1 2024-2025,21,0,0,0,20241,2021,1,A00,23.56,22.81,0.75
863,0d49dbbd6a09,HK1 2024-2025,20,0,0,0,20241,2022,100,A00,22.9,19.7,3.1999999999999993
864,0d4ac3ef4b75,HK1 2024-2025,17,0,0,0,20241,2024,200,A01,24.2,22.74,1.4600000000000009
865,0d4f739ede3d,HK1 2024-2025,18,0,0,0,20241,2023,100,V02,22.33,20.87,1.4599999999999973
866,0d50ad715c1b,HK1 2024-2025,34,0,0,0,20241,2020,1,A00,25.79,20.03,5.759999999999998
867,0d510c0fc2e3,HK1 2024-2025,10,0,0,0,20241,2021,1,D01,24.97,24.77,0.1999999999999993
868,0d51a7fda268,HK1 2024-2025,20,0,0,0,20241,2022,100,D07,24.69,20.03,4.66
869,0d5b0fa99d95,HK1 2024-2025,20,0,0,0,20241,2023,100,A01,22.74,22.31,0.4299999999999997
870,0d5d1d94ed1c,HK1 2024-2025,19,0,0,0,20241,2024,100,D01,22.87,21.47,1.4000000000000021
871,0d60b37debb6,HK1 2024-2025,18,0,0,0,20241,2020,1,A00,24.57,24.17,0.3999999999999986
872,0d65db60e79c,HK1 2024-2025,15,0,0,0,20241,2019,1,A00,20.6,17.33,3.270000000000003
873,0d6730dd4109,HK1 2024-2025,25,0,0,0,20241,2020,1,A00,17.32,15.79,1.5300000000000011
874,0d67b642fa30,HK1 2024-2025,21,0,0,0,20241,2021,1,D07,22.28,18.73,3.5500000000000007
875,0d6f660389f6,HK1 2024-2025,10,0,0,0,20241,2020,1,A00,17.28,16.78,0.5
876,0d6fa7cc401a,HK1 2024-2025,20,0,0,0,20241,2023,100,D01,24.66,24.42,0.23999999999999844
877,0d7087ad4cdf,HK1 2024-2025,21,0,0,0,20241,2023,100,A00,24.32,24.03,0.28999999999999915
878,0d763d1ab710,HK1 2024-2025,15,0,0,0,20241,2018,1,V00,20.65,19.07,1.5799999999999983
879,0d7a63430525,HK1 2024-2025,18,0,0,0,20241,2022,100,A01,22.1,20.28,1.8200000000000003
880,0d7c46277797,HK1 2024-2025,25,0,0,0,20241,2023,100,V00,22.9,21.22,1.6799999999999997
881,0d7ccaab9d84,HK1 2024-2025,18,0,0,0,20241,2024,100,A00,23.49,23.15,0.33999999999999986
882,0d8408acbdf6,HK1 2024-2025,19,0,0,0,20241,2024,200,A01,24.62,24.36,0.26000000000000156
883,0d84431df311,HK1 2024-2025,19,0,0,0,20241,2024,100,A00,22.27,21.92,0.34999999999999787
884,0d8b085bb641,HK1 2024-2025,13,0,0,0,20241,2024,100,A00,24.02,23.92,0.09999999999999787
885,0d8b98b4a9e2,HK1 2024-2025,2,0,0,0,20241,2020,1,A00,24.63,16.02,8.61
886,0d8ba6f1618a,HK1 2024-2025,10,0,0,0,20241,2020,1,A00,24.36,19.67,4.689999999999998
887,0d97efa73834,HK1 2024-2025,17,0,0,0,20241,2024,100,A00,17.53,16.93,0.6000000000000014
888,0d9db963e73f,HK1 2024-2025,22,0,0,0,20241,2022,100,A00,25.66,23.37,2.289999999999999
889,0dade27d4afd,HK1 2024-2025,19,0,0,0,20241,2024,100,A01,24.99,22.73,2.259999999999998
890,0db5bcddcd08,HK1 2024-2025,16,0,0,0,20241,2024,200,A01,24.93,24.84,0.08999999999999986
891,0db5d4e3a2a8,HK1 2024-2025,17,0,0,0,20241,2024,100,A00,25.73,25.18,0.5500000000000007
892,0db95c6e8d53,HK1 2024-2025,19,0,0,0,20241,2024,100,A01,24.9,24.56,0.33999999999999986
893,0dbb26771318,HK1 2024-2025,10,0,0,0,20241,2021,1,A01,24.57,23.67,0.8999999999999986
894,0dc760646065,HK1 2024-2025,20,0,0,0,20241,2022,100,A00,23.81,20.22,3.59
895,0dcdbf97ea7b,HK1 2024-2025,17,0,0,0,20241,2024,200,A00,24.97,22.24,2.7300000000000004
896,0dcdf3c43f15,HK1 2024-2025,11,0,0,0,20241,2021,1,A00,23.86,22.77,1.0899999999999999
897,0dce98246015,HK1 2024-2025,20,0,0,0,20241,2023,100,A00,22.01,20.19,1.8200000000000003
898,0dd526a91d71,HK1 2024-2025,25,0,0,0,20241,2023,100,A00,25.62,24.43,1.1900000000000013
899,0dd5f6e4708a,HK1 2024-2025,26,0,0,0,20241,2022,100,A00,19.71,16.21,3.5
900,0dd80646f0fc,HK1 2024-2025,19,0,0,0,20241,2023,100,D01,23.54,22.05,1.4899999999999984
901,0dd8377e5b9f,HK1 2024-2025,18,0,0,0,20241,2024,200,D01,25.14,24.85,0.28999999999999915
902,0ddadec2299a,HK1 2024-2025,25,0,0,0,20241,2022,100,A00,24.62,20.27,4.350000000000001
903,0ddb3bee5731,HK1 2024-2025,23,0,0,0,20241,2021,1,A01,25.43,24.41,1.0199999999999996
904,0ddc7022cbc0,HK1 2024-2025,16,0,0,0,20241,2024,100,V02,23.38,21.95,1.4299999999999997
905,0de0dc607c42,HK1 2024-2025,14,0,0,0,20241,2019,1,A00,21.58,17.69,3.889999999999997
906,0de119a76df2,HK1 2024-2025,18,0,0,0,20241,2020,1,V00,20.55,16.07,4.48
907,0de2d5a67bce,HK1 2024-2025,21,0,0,0,20241,2023,100,A00,21.34,17.78,3.5599999999999987
908,0df099a82ce3,HK1 2024-2025,17,0,0,0,20241,2024,100,D01,25.08,24.78,0.29999999999999716
909,0dfa972e5248,HK1 2024-2025,17,0,0,0,20241,2024,100,A01,25.07,24.89,0.17999999999999972
910,0dfda2552359,HK1 2024-2025,26,0,0,0,20241,2022,100,A00,23.71,22.63,1.0800000000000018
911,0e0172558a7d,HK1 2024-2025,21,0,0,0,20241,2023,100,A00,24.13,23.84,0.28999999999999915
912,0e03796bb586,HK1 2024-2025,15,0,0,0,20241,2021,1,V02,22.48,22.4,0.08000000000000185
913,0e03d59c809f,HK1 2024-2025,17,0,0,0,20241,2020,1,A00,24.68,16.02,8.66
914,0e0556ec5af6,HK1 2024-2025,15,0,0,0,20241,2022,100,V06,19.06,18.01,1.0499999999999972
915,0e0afd85ef8a,HK1 2024-2025,17,0,0,0,20241,2021,1,A00,23.94,23.59,0.3500000000000014
916,0e0b76b1b1ea,HK1 2024-2025,21,0,0,0,20241,2021,1,V02,22.53,22.43,0.10000000000000142
917,0e0ec3804c46,HK1 2024-2025,2,0,0,0,20241,2023,409,X03,26.75,26.13,0.620000000000001
918,0e118854844a,HK1 2024-2025,18,0,0,0,20241,2020,1,V00,23.81,21.75,2.0599999999999987
919,0e14f5c886df,HK1 2024-2025,20,0,0,0,20241,2022,100,A00,24.12,19.65,4.470000000000002
920,0e15ddf9df43,HK1 2024-2025,14,0,0,0,20241,2020,1,A01,23.45,21.34,2.1099999999999994
921,0e19341b3b5b,HK1 2024-2025,13,0,0,0,20241,2024,100,D01,22.77,22.49,0.28000000000000114
922,0e229e171ea5,HK1 2024-2025,19,0,0,0,20241,2024,100,D01,24.03,21.74,2.2900000000000027
923,0e275410cc69,HK1 2024-2025,20,0,0,0,20241,2020,1,A00,19.69,19.24,0.45000000000000284
924,0e2bdbf18068,HK1 2024-2025,13,0,0,0,20241,2024,100,A01,23.04,22.75,0.28999999999999915
925,0e2f6c70d100,HK1 2024-2025,25,0,0,0,20241,2023,402,K00,50.99,49.58,1.4100000000000037
926,0e301d3f5f8a,HK1 2024-2025,22,0,0,0,20241,2023,100,A00,20.84,17.16,3.6799999999999997
927,0e364e336faf,HK1 2024-2025,18,0,0,0,20241,2024,100,D01,23.37,22.52,0.8500000000000014
928,0e3b7f0774aa,HK1 2024-2025,19,0,0,0,20241,2021,1,A01,25.0,24.9,0.10000000000000142
929,0e3ca2aeba1e,HK1 2024-2025,18,0,0,0,20241,2022,100,A00,23.97,19.94,4.029999999999998
930,0e3e279002af,HK1 2024-2025,13,0,0,0,20241,2024,402,K00,57.37,50.54,6.829999999999998
931,0e42a95c48b5,HK1 2024-2025,15,0,0,0,20241,2024,100,D01,24.02,23.82,0.1999999999999993
932,0e4429090f86,HK1 2024-2025,4,0,0,0,20241,2022,100,A00,21.1,15.74,5.360000000000001
933,0e4955fc3eca,HK1 2024-2025,22,0,0,0,20241,2023,100,A00,18.03,16.75,1.2800000000000011
934,0e4b307e365c,HK1 2024-2025,21,0,0,0,20241,2024,100,A00,24.16,23.56,0.6000000000000014
935,0e4c365baa6d,HK1 2024-2025,18,0,0,0,20241,2024,100,A00,23.48,23.23,0.25
936,0e57e3319f14,HK1 2024-2025,18,0,0,0,20241,2019,1,A00,17.49,15.81,1.679999999999998
937,0e647fadecae,HK1 2024-2025,15,0,0,0,20241,2024,200,D07,25.28,25.2,0.08000000000000185
938,0e663c962999,HK1 2024-2025,19,0,0,0,20241,2023,100,A01,25.01,24.18,0.8300000000000018
939,0e6a9872cdd1,HK1 2024-2025,22,0,0,0,20241,2023,100,V02,21.83,21.39,0.4399999999999977
940,0e6e96c12cb9,HK1 2024-2025,1,0,0,0,20241,2020,1,A01,23.42,23.02,0.40000000000000213
941,0e715ae91f49,HK1 2024-2025,16,0,0,0,20241,2024,100,D01,22.41,21.17,1.2399999999999984
942,0e73365e2f71,HK1 2024-2025,17,0,0,0,20241,2021,1,D07,25.03,23.93,1.1000000000000014
943,0e73af55556e,HK1 2024-2025,19,0,0,0,20241,2024,100,D01,26.84,21.99,4.850000000000001
944,0e7442ccf344,HK1 2024-2025,27,0,0,0,20241,2020,1,A00,23.67,22.0,1.6700000000000017
945,0e794939e2df,HK1 2024-2025,16,0,0,0,20241,2021,1,V00,21.66,21.11,0.5500000000000007
946,0e79fcaa46ce,HK1 2024-2025,22,0,0,0,20241,2023,100,V02,24.58,20.9,3.6799999999999997
947,0e7b175e592e,HK1 2024-2025,3,0,0,0,20241,2020,1,A00,22.21,21.86,0.3500000000000014
948,0e7e3d7175ea,HK1 2024-2025,23,0,0,0,20241,2021,1,A01,23.84,23.6,0.23999999999999844
949,0e7e6e926d6d,HK1 2024-2025,17,0,0,0,20241,2022,100,V02,23.29,20.94,2.349999999999998
950,0e8203818895,HK1 2024-2025,20,0,0,0,20241,2023,100,A01,23.87,20.19,3.6799999999999997
951,0e8bcceb540e,HK1 2024-2025,15,0,0,0,20241,2023,100,D07,22.39,22.24,0.15000000000000213
952,0e8c14a75c77,HK1 2024-2025,20,0,0,0,20241,2024,200,A00,24.4,22.93,1.4699999999999989
953,0e94201738f5,HK1 2024-2025,18,0,0,0,20241,2024,100,D01,22.26,22.06,0.20000000000000284
954,0e9f43a67039,HK1 2024-2025,14,0,0,0,20241,2024,100,V00,22.48,21.74,0.740000000000002
955,0e9fbf7f5b99,HK1 2024-2025,19,0,0,0,20241,2024,100,D01,25.32,22.25,3.0700000000000003
956,0ea21ca4b634,HK1 2024-2025,12,0,0,0,20241,2021,1,D07,24.22,23.73,0.48999999999999844
957,0ea4ac23392b,HK1 2024-2025,24,0,0,0,20241,2021,1,A00,24.14,23.94,0.1999999999999993
958,0ea531a6c9cb,HK1 2024-2025,22,0,0,0,20241,2022,409,X05,25.57,21.97,3.6000000000000014
959,0ea5b310b776,HK1 2024-2025,19,0,0,0,20241,2024,100,A00,23.13,21.54,1.5899999999999999
960,0ea5df962c40,HK1 2024-2025,6,0,0,0,20241,2019,1,A00,18.67,16.75,1.9200000000000017
961,0ea6bd331c3e,HK1 2024-2025,1,0,0,0,20241,2018,1,A00,17.13,15.75,1.379999999999999
962,0eb0a8cfc767,HK1 2024-2025,18,0,0,0,20241,2024,100,D01,23.74,23.71,0.029999999999997584
963,0eb3ac6a1a86,HK1 2024-2025,17,0,0,0,20241,2024,100,D01,25.41,24.98,0.4299999999999997
964,0eb5d2174ebe,HK1 2024-2025,14,0,0,0,20241,2024,100,V00,23.9,21.89,2.009999999999998
965,0eb7de3b743e,HK1 2024-2025,14,0,0,0,20241,2024,100,V00,24.03,21.68,2.3500000000000014
966,0ec2f7606795,HK1 2024-2025,20,0,0,0,20241,2022,100,A00,24.46,20.09,4.370000000000001
967,0ec812f29b28,HK1 2024-2025,17,0,0,0,20241,2022,100,V00,24.49,20.8,3.6899999999999977
968,0ed599aedc8e,HK1 2024-2025,18,0,0,0,20241,2020,1,A00,23.34,21.42,1.9199999999999982
969,0ed702a36ee3,HK1 2024-2025,22,0,0,0,20241,2023,100,V00,23.18,17.26,5.919999999999998
970,0edaea498478,HK1 2024-2025,19,0,0,0,20241,2021,1,V00,23.43,22.62,0.8099999999999987
971,0edde47c9f7a,HK1 2024-2025,22,0,0,0,20241,2022,100,V02,21.06,20.32,0.7399999999999984
972,0ee2f7514a30,HK1 2024-2025,17,0,0,0,20241,2024,100,A00,17.07,16.97,0.10000000000000142
973,0ee355d25261,HK1 2024-2025,9,0,0,0,20241,2018,1,D07,17.66,15.01,2.6500000000000004
974,0ee386e4f583,HK1 2024-2025,22,0,0,0,20241,2022,100,A00,26.06,25.61,0.4499999999999993
975,0ee7215c81c1,HK1 2024-2025,17,0,0,0,20241,2024,100,A00,24.74,24.61,0.129999999999999
976,0ef58dfcb61e,HK1 2024-2025,17,0,0,0,20241,2024,100,A01,24.9,24.88,0.019999999999999574
977,0ef665519dda,HK1 2024-2025,42,0,0,0,20241,2021,1,A00,24.34,21.39,2.9499999999999993
978,0ef72e7b4b53,HK1 2024-2025,22,0,0,0,20241,2024,100,A00,19.99,16.95,3.039999999999999
979,0efe569a0952,HK1 2024-2025,22,0,0,0,20241,2023,100,V00,21.54,21.34,0.1999999999999993
980,0f020ddba4be,HK1 2024-2025,22,0,0,0,20241,2023,100,A00,20.51,19.86,0.6500000000000021
981,0f04d905c4d8,HK1 2024-2025,14,0,0,0,20241,2024,100,V02,23.52,21.34,2.1799999999999997
982,0f06c40ec547,HK1 2024-2025,15,0,0,0,20241,2021,1,A01,23.81,23.17,0.639999999999997
983,0f116995e84b,HK1 2024-2025,22,0,0,0,20241,2022,100,A00,23.8,22.47,1.3300000000000018
984,0f1897a4806d,HK1 2024-2025,23,0,0,0,20241,2021,1,A00,25.05,23.41,1.6400000000000006
985,0f19c3b7d20f,HK1 2024-2025,18,0,0,0,20241,2022,409,X01,23.84,21.85,1.9899999999999984
986,0f217561eb94,HK1 2024-2025,33,0,0,0,20241,2022,100,A01,22.14,21.99,0.15000000000000213
987,0f2589350233,HK1 2024-2025,15,0,0,0,20241,2024,200,A00,25.76,25.69,0.07000000000000028
988,0f2c38b972cd,HK1 2024-2025,26,0,0,0,20241,2022,100,A00,25.81,25.37,0.4399999999999977
989,0f2d7e2cfbe4,HK1 2024-2025,17,0,0,0,20241,2024,100,A00,25.98,25.1,0.879999999999999
990,0f3285c45f19,HK1 2024-2025,15,0,0,0,20241,2023,100,A00,18.82,17.87,0.9499999999999993
991,0f32cf14994d,HK1 2024-2025,20,0,0,0,20241,2024,100,A00,21.33,21.12,0.2099999999999973
992,0f432b8c3e36,HK1 2024-2025,29,0,0,0,20241,2020,1,A01,22.02,21.92,0.09999999999999787
993,0f47bb8d1577,HK1 2024-2025,19,0,0,0,20241,2021,1,V02,23.26,22.32,0.9400000000000013
994,0f4ad8bd86fc,HK1 2024-2025,17,0,0,0,20241,2020,1,A00,22.26,21.91,0.3500000000000014
995,0f5387f7f7c4,HK1 2024-2025,19,0,0,0,20241,2022,100,V00,22.35,20.18,2.1700000000000017
996,0f584776badf,HK1 2024-2025,22,0,0,0,20241,2021,1,A00,23.98,23.93,0.05000000000000071
997,0f60fa834e87,HK1 2024-2025,15,0,0,0,20241,2024,100,D01,24.44,24.37,0.07000000000000028
998,0f6158f2683a,HK1 2024-2025,23,0,0,0,20241,2021,1,A00,25.08,22.63,2.4499999999999993
999,0f69a17e6a44,HK1 2024-2025,22,0,0,0,20241,2022,100,A00,25.47,25.37,0.09999999999999787
1000,0f6cbce3ca4f,HK1 2024-2025,4,0,0,0,20241,2020,1,A01,25.38,21.73,3.6499999999999986
1001,0f6e899b967c,HK1 2024-2025,22,0,0,0,20241,2023,100,A01,23.45,22.5,0.9499999999999993
1002,0f72685a4a0e,HK1 2024-2025,15,0,0,0,20241,2024,100,D01,24.01,23.79,0.22000000000000242
1003,0f739c28218e,HK1 2024-2025,17,0,0,0,20241,2024,402,K00,50.03,49.25,0.7800000000000011
1004,0f85652770ad,HK1 2024-2025,22,0,0,0,20241,2023,100,A01,21.84,20.04,1.8000000000000007
1005,0f87e395b958,HK1 2024-2025,15,0,0,0,20241,2024,100,A00,23.64,21.17,2.469999999999999
1006,0f89e85dd799,HK1 2024-2025,12,0,0,0,20241,2024,100,V00,22.51,21.77,0.740000000000002
1007,0f8a3dcaf40b,HK1 2024-2025,18,0,0,0,20241,2021,1,A00,23.94,21.56,2.3800000000000026
1008,0f8d647f5a03,HK1 2024-2025,22,0,0,0,20241,2023,100,A00,22.5,19.7,2.8000000000000007
1009,0f8f68a54c1e,HK1 2024-2025,19,0,0,0,20241,2024,100,D01,21.72,21.47,0.25
1010,0f9087c72bfd,HK1 2024-2025,19,0,0,0,20241,2022,100,V02,25.06,20.89,4.169999999999998
1011,0f9554a3fd69,HK1 2024-2025,24,0,0,0,20241,2023,100,V00,24.79,21.33,3.460000000000001
1012,0f9648204eb0,HK1 2024-2025,19,0,0,0,20241,2024,100,A01,24.37,24.12,0.25
1013,0f969ab03156,HK1 2024-2025,12,0,0,0,20241,2020,1,A00,23.03,21.49,1.5400000000000027
1014,0f9bc44624a2,HK1 2024-2025,10,0,0,0,20241,2021,1,A00,25.67,25.06,0.610000000000003
1015,0fa246fbb69b,HK1 2024-2025,6,0,0,0,20241,2019,1,A01,19.38,17.84,1.5399999999999991
1016,0fb3d69b2275,HK1 2024-2025,19,0,0,0,20241,2020,1,A01,19.42,15.97,3.450000000000001
1017,0fbcabfdd996,HK1 2024-2025,43,0,0,0,20241,2021,1,A00,23.16,20.79,2.370000000000001
1018,0fbfa7cad09d,HK1 2024-2025,16,0,0,0,20241,2021,1,A00,24.24,22.71,1.5299999999999976
1019,0fc4cb24b63d,HK1 2024-2025,20,0,0,0,20241,2018,1,A01,21.61,18.31,3.3000000000000007
1020,0fc54cb2e06e,HK1 2024-2025,18,0,0,0,20241,2021,1,A00,22.46,21.66,0.8000000000000007
1021,0fc59fa3b162,HK1 2024-2025,17,0,0,0,20241,2024,100,A00,17.32,16.82,0.5
1022,0fcae425c820,HK1 2024-2025,13,0,0,0,20241,2024,100,D01,22.77,22.67,0.09999999999999787
1023,0fcc5de541c9,HK1 2024-2025,19,0,0,0,20241,2021,1,A01,19.39,18.26,1.129999999999999
1024,0fcc75f433a6,HK1 2024-2025,16,0,0,0,20241,2024,100,A01,24.29,22.24,2.0500000000000007
1025,0fcd4c5bbeaf,HK1 2024-2025,22,0,0,0,20241,2022,100,A00,20.08,16.27,3.8099999999999987
1026,0fced0c589b7,HK1 2024-2025,17,0,0,0,20241,2024,100,V01,22.51,21.51,1.0
1027,0fd30b1ca487,HK1 2024-2025,19,0,0,0,20241,2024,100,A00,24.94,24.42,0.5199999999999996
1028,0fd783b4ecf2,HK1 2024-2025,19,0,0,0,20241,2024,100,D01,22.55,21.9,0.6500000000000021
