MA_SO_SV,HOC_KY,CPA,GPA,TC_DANGKY,TC_HOANTHANH,semester_order,NAM_TUYENSINH,PTXT,TOHOP_XT,DIEM_TRUNGTUYEN,DIEM_CHUAN,COMPLETION_RATE,set_type,Prev_GPA,Prev_CPA,Prev_TC_HOANTHANH,Prev_TC_DANGKY,is_freshman,diem_vuot_chuan,nam_tuoi,semester_number,prev_gpa_cpa_diff,prev_completion_rate,load_factor,failed_last_sem,gpa_trend_slope,gpa_volatility,total_credits_failed,accumulated_fail_ratio,credit_velocity,aggressive_recovery,expected_real_credits
1662f5eaa6d5,HK1 2024-2025,0.0,0.0,10,0,20241,2021,1,A00,21.81,15.9,,TEST,2.98,3.2,23.0,23.0,0,5.909999999999998,5,7,-0.2200000000000002,0.9999999999565218,0.4807692307461168,0,0.0,0.0377491721763534,4.0,0.031999999999744,17.285714285714285,0,9.68000000000256
16707c25b4ec,HK1 2024-2025,0.0,0.0,10,0,20241,2021,1,A01,25.48,25.13,,TEST,3.36,3.51,20.0,20.0,0,0.3500000000000014,5,7,-0.1499999999999999,0.99999999995,0.499999999975,0,0.02499998750000616,0.04924428900897873,3.0,0.02439024390224073,17.142857142857142,0,9.756097560977592
1672e98204b4,HK1 2024-2025,0.0,0.0,3,0,20241,2019,1,A00,20.15,19.12,,TEST,1.93,2.25,14.0,14.0,0,1.0299999999999976,7,9,-0.32000000000000006,0.9999999999285715,0.1764705882249135,0,0.004999997500001254,0.06782329983125257,33.0,0.18435754189841141,16.22222222222222,0,2.446927374304766
167ee31b43f1,HK1 2024-2025,0.0,0.0,17,0,20241,2023,100,A00,23.41,22.34,,TEST,1.53,0.88,12.0,23.0,0,1.0700000000000003,3,3,0.65,0.5217391304120983,2.684210525891967,1,0.22999954000091996,0.1626345596729059,17.0,0.472222222209105,6.333333333333333,0,8.972222222445215
1681ae286a7c,HK1 2024-2025,0.0,0.0,18,0,20241,2022,100,A00,25.11,23.0,,TEST,2.59,2.24,23.0,25.0,0,2.1099999999999994,4,5,0.34999999999999964,0.9199999999632,1.071428571364796,1,0.0,0.023804761428476096,2.0,0.023255813953217956,16.8,0,17.581395348842076
1683fb751f83,HK1 2024-2025,0.0,0.0,22,0,20241,2023,100,V00,25.49,21.32,,TEST,2.74,2.43,20.0,20.0,0,4.169999999999998,3,3,0.31000000000000005,0.99999999995,1.8857142855526532,0,-0.4199991600016799,0.2969848480983499,0.0,0.0,11.666666666666666,0,22.0
168512e79be9,HK1 2024-2025,0.0,0.0,19,0,20241,2024,100,A00,24.62,24.45,,TEST,-1.0,-1.0,0.0,0.0,1,0.1700000000000017,2,1,0.0,0.0,19000000000.0,0,0.0,0.0,0.0,0.0,0.0,0,19.0
168945dd3af1,HK1 2024-2025,0.0,0.0,11,0,20241,2021,1,A00,24.24,23.44,,TEST,1.93,1.3,21.0,27.0,0,0.7999999999999972,5,7,0.6299999999999999,0.7777777777489712,0.679012345637098,1,0.019999990000005016,0.06344288770224785,36.0,0.26666666666469135,14.142857142857142,0,8.066666666688395
169245a117ad,HK1 2024-2025,0.0,0.0,20,0,20241,2023,100,A00,24.72,24.71,,TEST,2.4,2.59,20.0,20.0,0,0.00999999999999801,3,3,-0.18999999999999995,0.99999999995,1.6216216214901387,0,0.28999942000116,0.2050609665440988,0.0,0.0,12.333333333333334,0,20.0
169367b5019c,HK1 2024-2025,0.0,0.0,22,0,20241,2023,100,V01,20.62,16.81,,TEST,1.99,1.27,15.0,21.0,0,3.8100000000000023,3,3,0.72,0.7142857142517007,2.19999999978,1,-0.26999946000107977,0.19091883092036777,6.0,0.16666666666203706,10.0,1,18.333333333435185
169381fcd8f0,HK1 2024-2025,0.0,0.0,17,0,20241,2022,100,A00,24.34,20.12,,TEST,2.07,1.98,22.0,24.0,0,4.219999999999999,4,5,0.08999999999999986,0.9166666666284722,1.1333333332577777,1,0.0849999575000212,0.08041558721209872,7.0,0.08536585365749554,15.0,0,15.548780487822576
16942b882f6b,HK1 2024-2025,0.0,0.0,15,0,20241,2024,100,A01,23.87,23.36,,TEST,-1.0,-1.0,0.0,0.0,1,0.5100000000000016,2,1,0.0,0.0,15000000000.0,0,0.0,0.0,0.0,0.0,0.0,0,15.0
16aa35f5f1de,HK1 2024-2025,0.0,0.0,12,0,20241,2024,100,V02,26.56,21.6,,TEST,-1.0,-1.0,0.0,0.0,1,4.959999999999997,2,1,0.0,0.0,12000000000.0,0,0.0,0.0,0.0,0.0,0.0,0,12.0
16abcd6a8929,HK1 2024-2025,0.0,0.0,35,0,20241,2021,1,D07,24.41,23.81,,TEST,2.0,0.74,10.0,21.0,0,0.6000000000000014,5,7,1.26,0.47619047616780047,2.5362318838741857,1,-0.044999977500011175,0.039157800414902195,58.0,0.42647058823215833,11.142857142857142,1,20.073529411874457
16ad41441cca,HK1 2024-2025,0.0,0.0,20,0,20241,2023,100,V00,25.27,21.39,,TEST,2.65,2.19,20.0,22.0,0,3.879999999999999,3,3,0.45999999999999996,0.9090909090495868,1.7142857141387755,1,-0.37999924000151986,0.268700576850888,2.0,0.054054054052593135,11.666666666666666,0,18.918918918948137
16b4b6fac8a4,HK1 2024-2025,0.0,0.0,22,0,20241,2021,1,D07,23.81,15.87,,TEST,1.91,1.26,19.0,29.0,0,7.9399999999999995,5,7,0.6499999999999999,0.6551724137705113,1.7187499998657225,1,-0.034999982500008776,0.03095695936834435,58.0,0.41726618704735785,11.571428571428571,0,12.820143884958128
16b5b14ab7ea,HK1 2024-2025,0.0,0.0,20,0,20241,2022,100,A00,22.57,15.73,,TEST,2.82,3.11,20.0,20.0,0,6.84,4,5,-0.29000000000000004,0.99999999995,1.2987012986169675,0,0.044999977500011175,0.2681417535558387,0.0,0.0,15.4,0,20.0
16b8f2e24dbe,HK1 2024-2025,0.0,0.0,22,0,20241,2023,100,A00,21.92,21.37,,TEST,2.65,1.57,10.0,16.0,0,0.5500000000000007,3,3,1.0799999999999998,0.6249999999609375,2.999999999590909,1,-0.06999986000028027,0.049497474683058526,11.0,0.33333333332323234,7.333333333333333,1,14.666666666888888
16b9feaa0ef6,HK1 2024-2025,0.0,0.0,12,0,20241,2023,100,A01,24.25,23.71,,TEST,2.03,1.2,9.0,14.0,0,0.5399999999999991,3,3,0.8299999999999998,0.6428571428112245,1.7142857140408163,1,-0.16999966000068037,0.1202081528017135,11.0,0.34374999998925787,7.0,0,7.875000000128905
16becf981a80,HK1 2024-2025,0.0,0.0,19,0,20241,2020,1,A00,25.06,20.12,,TEST,2.39,1.9,6.0,10.0,0,4.939999999999998,6,9,0.4900000000000002,0.59999999994,1.4179104476553799,1,0.004999997500001365,0.012909944487353326,17.0,0.1268656716408443,13.0,1,16.58955223882396
16c2743ef35c,HK1 2024-2025,0.0,0.0,26,0,20241,2021,1,D07,25.93,23.85,,TEST,2.18,0.41,7.0,17.0,0,2.0799999999999983,5,7,1.7700000000000002,0.41176470585813146,2.4999999997596154,1,-0.0849999575000212,0.08346656017032647,47.0,0.44761904761478455,8.285714285714286,1,14.361904762015602
16c4ad184570,HK1 2024-2025,0.0,0.0,10,0,20241,2021,1,A01,25.4,25.35,,TEST,3.03,3.29,26.0,26.0,0,0.04999999999999716,5,7,-0.26000000000000023,0.9999999999615384,0.515463917499203,0,0.02499998750000616,0.09142392101268348,9.0,0.07142857142800453,16.714285714285715,0,9.285714285719955
16c626b9914e,HK1 2024-2025,0.0,0.0,19,0,20241,2022,100,A00,22.17,20.02,,TEST,1.88,1.41,12.0,18.0,0,2.150000000000002,4,5,0.47,0.6666666666296296,1.9791666664605034,1,0.11499994250002873,0.11056672193747988,25.0,0.3424657534199662,9.6,1,12.493150685020641
16cc2b97c3ca,HK1 2024-2025,0.0,0.0,20,0,20241,2021,1,D07,24.07,23.37,,TEST,2.28,2.2,21.0,24.0,0,0.6999999999999993,5,7,0.07999999999999963,0.8749999999635417,1.0526315788919667,1,-0.03499998250000889,0.05477225575051712,21.0,0.15671641790927826,16.142857142857142,0,16.865671641814433
16cc7a1060df,HK1 2024-2025,0.0,0.0,14,0,20241,2023,100,A00,20.33,18.25,,TEST,0.0,0.0,0.0,17.0,0,2.0799999999999983,3,2,0.0,0.0,14000000000.0,1,0.0,0.0,17.0,0.9999999999411765,0.0,0,8.235290227531777e-10
16ce5f6bf89e,HK1 2024-2025,0.0,0.0,22,0,20241,2023,100,A00,24.79,20.25,,TEST,2.95,3.18,21.0,22.0,0,4.539999999999999,3,3,-0.22999999999999998,0.9545454545020661,1.6923076921775149,1,0.39999920000160033,0.2828427124746193,1.0,0.024999999999375,13.0,0,21.450000000013752
16da7c9da7bd,HK1 2024-2025,0.0,0.0,25,0,20241,2023,100,A00,24.74,23.79,,TEST,1.74,1.62,19.0,22.0,0,0.9499999999999993,3,3,0.11999999999999988,0.8636363635971074,2.49999999975,1,0.25999948000104,0.18384776310850245,3.0,0.0909090909063361,10.0,1,22.727272727341596
16db4e3c862e,HK1 2024-2025,0.0,0.0,25,0,20241,2023,100,A00,24.33,23.86,,TEST,1.99,1.81,24.0,24.0,0,0.46999999999999886,3,3,0.17999999999999994,0.9999999999583333,2.1428571426734693,0,-0.3999992000016001,0.28284271247461906,0.0,0.0,11.666666666666666,0,25.0
16dc2c407ec9,HK1 2024-2025,0.0,0.0,19,0,20241,2020,1,A00,24.35,21.39,,TEST,2.08,1.98,11.0,13.0,0,2.960000000000001,6,9,0.10000000000000009,0.8461538460887574,1.3194444443528164,1,0.019999990000005016,0.04434711565216686,22.0,0.15827338129382537,13.0,1,15.992805755417317
16dd21bf646d,HK1 2024-2025,0.0,0.0,17,0,20241,2022,100,A00,24.75,23.37,,TEST,2.19,2.66,22.0,22.0,0,1.379999999999999,4,5,-0.4700000000000002,0.9999999999545455,1.0365853657904522,0,0.12499993750003124,0.2014116845336107,2.0,0.02380952380924036,16.4,0,16.595238095242912
16df66ecaceb,HK1 2024-2025,0.0,0.0,14,0,20241,2024,100,V00,21.82,21.52,,TEST,-1.0,-1.0,0.0,0.0,1,0.3000000000000007,2,1,0.0,0.0,14000000000.0,0,0.0,0.0,0.0,0.0,0.0,0,14.0
16e90b5b8ac5,HK1 2024-2025,0.0,0.0,19,0,20241,2023,100,D01,19.57,17.2,,TEST,2.11,1.87,15.0,15.0,0,2.370000000000001,3,3,0.23999999999999977,0.9999999999333333,2.0357142854961734,0,-0.22999954000091996,0.16263455967290577,0.0,0.0,9.333333333333334,0,19.0
16ea39954930,HK1 2024-2025,0.0,0.0,22,0,20241,2022,100,A00,19.14,16.03,,TEST,1.69,1.89,27.0,27.0,0,3.1099999999999994,4,6,-0.19999999999999996,0.999999999962963,1.3414634145523499,0,0.08999995500002246,0.09178779875342905,24.0,0.22641509433748663,13.666666666666666,0,17.018867924575293
16ec3d6d0c0a,HK1 2024-2025,0.0,0.0,20,0,20241,2023,100,V00,18.59,17.28,,TEST,1.5,0.0,0.0,18.0,0,1.3099999999999987,3,3,1.5,0.0,9.999999995,1,0.019999960000080017,0.014142135623730963,27.0,0.8181818181570248,2.0,1,3.636363636859503
16ee70b2194c,HK1 2024-2025,0.0,0.0,18,0,20241,2021,1,A01,26.32,25.28,,TEST,2.39,2.16,19.0,21.0,0,1.0399999999999991,5,7,0.22999999999999998,0.9047619047188209,1.285714285622449,1,0.09499995250002372,0.10340051579497388,33.0,0.26829268292464803,12.857142857142858,0,13.170731707356335
16f39c4ebb8f,HK1 2024-2025,0.0,0.0,17,0,20241,2024,100,A00,25.58,25.18,,TEST,-1.0,-1.0,0.0,0.0,1,0.3999999999999986,2,1,0.0,0.0,16999999999.999998,0,0.0,0.0,0.0,0.0,0.0,0,17.0
16f95c82ef43,HK1 2024-2025,0.0,0.0,16,0,20241,2024,100,V06,21.44,21.38,,TEST,-1.0,-1.0,0.0,0.0,1,0.060000000000002274,2,1,0.0,0.0,15999999999.999998,0,0.0,0.0,0.0,0.0,0.0,0,16.0
16fc13f43c53,HK1 2024-2025,0.0,0.0,24,0,20241,2023,100,A00,22.06,20.97,,TEST,1.78,1.29,15.0,17.0,0,1.0899999999999999,3,3,0.49,0.8823529411245675,2.482758620432818,1,-0.36999926000147987,0.26162950903902243,5.0,0.1470588235250865,9.666666666666666,1,20.470588235397926
17043e2988f5,HK1 2024-2025,0.0,0.0,19,0,20241,2022,100,V02,21.95,20.36,,TEST,2.74,2.41,19.0,22.0,0,1.5899999999999999,4,5,0.33000000000000007,0.8636363635971074,1.4179104476553799,1,0.02499998750000638,0.04546060565661964,3.0,0.04285714285653061,13.4,0,18.18571428572592
1708e5044eed,HK1 2024-2025,0.0,0.0,16,0,20241,2024,200,D07,24.19,23.08,,TEST,-1.0,-1.0,0.0,0.0,1,1.110000000000003,2,1,0.0,0.0,15999999999.999998,0,0.0,0.0,0.0,0.0,0.0,0,16.0
170b0be4da6d,HK1 2024-2025,0.0,0.0,19,0,20241,2024,100,A00,24.47,24.36,,TEST,-1.0,-1.0,0.0,0.0,1,0.10999999999999943,2,1,0.0,0.0,19000000000.0,0,0.0,0.0,0.0,0.0,0.0,0,19.0
170d7a3703df,HK1 2024-2025,0.0,0.0,12,0,20241,2021,1,D07,23.21,16.29,,TEST,2.74,3.16,23.0,23.0,0,6.920000000000002,5,7,-0.41999999999999993,0.9999999999565218,0.5769230768953402,0,0.03999998000001003,0.03593976442141073,2.0,0.016260162601493818,17.285714285714285,0,11.804878048782076
171869d92797,HK1 2024-2025,0.0,0.0,22,0,20241,2022,100,A00,23.39,20.07,,TEST,2.6,1.6,13.0,18.0,0,3.3200000000000003,4,6,1.0,0.7222222221820987,1.6417910446535977,1,-0.019999990000005016,0.07762087348130015,14.0,0.17283950617070568,11.166666666666666,1,18.197530864244477
1718d617cc86,HK1 2024-2025,0.0,0.0,18,0,20241,2021,1,D07,26.36,24.47,,TEST,2.6,2.11,20.0,21.0,0,1.8900000000000006,5,7,0.4900000000000002,0.9523809523356009,0.8737864077245734,1,0.02499998750000638,0.04242640687119423,1.0,0.008333333333263889,17.0,0,17.85000000000125
171a3b4ac098,HK1 2024-2025,0.0,0.0,19,0,20241,2024,100,A00,24.12,23.93,,TEST,-1.0,-1.0,0.0,0.0,1,0.19000000000000128,2,1,0.0,0.0,19000000000.0,0,0.0,0.0,0.0,0.0,0.0,0,19.0
171a49fbf375,HK1 2024-2025,0.0,0.0,21,0,20241,2023,100,A00,21.25,20.0,,TEST,1.79,2.0,18.0,18.0,0,1.25,3,3,-0.20999999999999996,0.9999999999444444,1.7499999998541667,0,0.22999954000091996,0.1626345596729059,0.0,0.0,12.0,0,21.0
171c31d34416,HK1 2024-2025,0.0,0.0,22,0,20241,2021,1,A01,20.91,18.38,,TEST,1.98,1.78,14.0,17.0,0,2.530000000000001,5,7,0.19999999999999996,0.8235294117162629,1.1956521738480625,1,-0.029999985000007525,0.0660176744011282,19.0,0.151999999998784,15.142857142857142,1,18.65600000002675
17216a875dbb,HK1 2024-2025,0.0,0.0,19,0,20241,2024,100,A00,24.27,24.21,,TEST,-1.0,-1.0,0.0,0.0,1,0.05999999999999872,2,1,0.0,0.0,19000000000.0,0,0.0,0.0,0.0,0.0,0.0,0,19.0
17311b73cc18,HK1 2024-2025,0.0,0.0,23,0,20241,2023,100,A01,17.41,17.06,,TEST,1.87,0.87,9.0,17.0,0,0.3500000000000014,3,3,1.0,0.5294117646747405,2.4642857140216834,1,-0.04999990000019982,0.03535533905932725,9.0,0.24324324323666913,9.333333333333334,1,17.40540540555661
173389831d68,HK1 2024-2025,0.0,0.0,19,0,20241,2021,1,A00,24.25,23.4,,TEST,2.01,1.72,21.0,24.0,0,0.8500000000000014,5,7,0.2899999999999998,0.8749999999635417,1.0919540229257498,1,-0.014999992500003874,0.012909944487359049,18.0,0.15126050420040957,14.428571428571429,0,16.126050420192218
1734938469e8,HK1 2024-2025,0.0,0.0,24,0,20241,2023,100,A00,23.41,23.21,,TEST,1.74,1.16,12.0,18.0,0,0.1999999999999993,3,3,0.5800000000000001,0.6666666666296296,2.999999999625,1,0.009999980000040008,0.00707106781186556,12.0,0.3333333333240741,8.0,1,16.000000000222222
1734ea62d0dc,HK1 2024-2025,0.0,0.0,29,0,20241,2021,1,A00,24.31,23.67,,TEST,2.15,0.0,0.0,31.0,0,0.639999999999997,5,7,2.15,0.0,5.576923075850591,1,0.004999997500001143,0.005773502691892969,96.0,0.6956521739080026,6.0,0,8.826086956667925
17388e54dc74,HK1 2024-2025,0.0,0.0,24,0,20241,2022,100,A00,24.9,20.28,,TEST,2.16,1.79,21.0,23.0,0,4.619999999999997,4,5,0.3700000000000001,0.913043478221172,2.1818181816198345,1,-0.1949999025000486,0.31244999599935974,22.0,0.2857142857105751,11.0,1,17.142857142946198
173915075670,HK1 2024-2025,0.0,0.0,19,0,20241,2021,1,V00,22.29,21.02,,TEST,2.24,1.6,15.0,24.0,0,1.2699999999999996,5,7,0.6400000000000001,0.6249999999739584,1.4843749998840332,1,0.07999996000002006,0.06683312551921282,50.0,0.3906249999969483,11.142857142857142,0,11.578125000057984
173bc98ffe69,HK1 2024-2025,0.0,0.0,23,0,20241,2023,100,A01,24.3,23.87,,TEST,2.52,2.47,22.0,22.0,0,0.4299999999999997,3,3,0.04999999999999982,0.9999999999545455,2.090909090719008,0,-0.08999982000035985,0.06363961030678918,0.0,0.0,11.0,0,23.0
174338188694,HK1 2024-2025,0.0,0.0,17,0,20241,2024,200,A01,27.27,27.2,,TEST,-1.0,-1.0,0.0,0.0,1,0.07000000000000028,2,1,0.0,0.0,16999999999.999998,0,0.0,0.0,0.0,0.0,0.0,0,17.0
1746b5aa3ade,HK1 2024-2025,0.0,0.0,17,0,20241,2024,100,D01,22.29,20.13,,TEST,-1.0,-1.0,0.0,0.0,1,2.16,2,1,0.0,0.0,16999999999.999998,0,0.0,0.0,0.0,0.0,0.0,0,17.0
174ae2915750,HK1 2024-2025,0.0,0.0,18,0,20241,2022,100,A01,23.57,20.64,,TEST,2.4,1.89,15.0,17.0,0,2.9299999999999997,4,4,0.51,0.8823529411245675,1.5999999998577779,1,0.05999997000001505,0.1200000000000001,8.0,0.15094339622356712,11.25,1,15.283018867975791
175427eec656,HK1 2024-2025,0.0,0.0,20,0,20241,2023,100,A00,22.52,19.84,,TEST,2.07,1.92,8.0,11.0,0,2.6799999999999997,3,3,0.1499999999999999,0.7272727272066115,2.3076923074260356,1,0.2599994800010398,0.1838477631085022,3.0,0.10344827585850179,8.666666666666666,1,17.931034482829965
175647d83aa2,HK1 2024-2025,0.0,0.0,18,0,20241,2024,100,A00,23.51,23.43,,TEST,-1.0,-1.0,0.0,0.0,1,0.08000000000000185,2,1,0.0,0.0,18000000000.0,0,0.0,0.0,0.0,0.0,0.0,0,18.0
175877ca0a1e,HK1 2024-2025,0.0,0.0,23,0,20241,2022,100,A00,17.39,15.76,,TEST,1.7,0.83,10.0,25.0,0,1.6300000000000008,4,6,0.87,0.399999999984,4.259259258470507,1,0.12499993750003124,0.1135414755350074,53.0,0.6624999999917187,4.5,0,7.762500000190469
17591739e716,HK1 2024-2025,0.0,0.0,20,0,20241,2024,100,D07,20.89,20.45,,TEST,-1.0,-1.0,0.0,0.0,1,0.4400000000000013,2,1,0.0,0.0,20000000000.0,0,0.0,0.0,0.0,0.0,0.0,0,20.0
1759a8d8aae0,HK1 2024-2025,0.0,0.0,7,0,20241,2021,1,A01,23.98,23.63,,TEST,2.19,1.65,27.0,33.0,0,0.3500000000000014,5,7,0.54,0.8181818181570248,0.39772727270467456,1,-0.02499998750000638,0.1626857912254991,30.0,0.22556390977274013,14.714285714285714,0,5.421052631590819
1764792aecca,HK1 2024-2025,0.0,0.0,16,0,20241,2023,100,D01,18.56,17.15,,TEST,2.34,1.97,15.0,15.0,0,1.4100000000000001,3,3,0.3699999999999999,0.9999999999333333,1.9199999997695998,0,-0.5499989000022002,0.3889087296526015,3.0,0.10714285713903061,8.333333333333334,0,14.28571428577551
1764e9c7c5a1,HK1 2024-2025,0.0,0.0,20,0,20241,2021,1,A00,21.91,17.45,,TEST,1.94,0.66,12.0,26.0,0,4.460000000000001,5,7,1.2799999999999998,0.46153846152071004,1.5384615383431952,1,-0.054999972500013684,0.07588368291888335,45.0,0.38793103447941435,10.142857142857142,0,12.241379310411713
176908072ce9,HK1 2024-2025,0.0,0.0,15,0,20241,2021,1,A00,19.97,16.18,,TEST,2.11,2.33,24.0,24.0,0,3.789999999999999,5,7,-0.2200000000000002,0.9999999999583333,0.7731958762488044,0,0.09999995000002497,0.08421203397773176,16.0,0.12307692307597634,16.285714285714285,0,13.153846153860355
176a89b189a3,HK1 2024-2025,0.0,0.0,19,0,20241,2021,1,A00,21.92,21.92,,TEST,2.25,2.02,24.0,24.0,0,0.0,5,7,0.22999999999999998,0.9999999999583333,0.9895833332817926,0,-0.044999977500011175,0.09032349269892806,9.0,0.07258064516070499,16.428571428571427,0,17.620967741946608
176cb407def4,HK1 2024-2025,0.0,0.0,24,0,20241,2022,100,D01,24.76,24.71,,TEST,2.73,2.71,21.0,21.0,0,0.05000000000000071,4,5,0.020000000000000018,0.999999999952381,1.6438356163257648,0,0.06999996500001755,0.09746794344808993,3.0,0.039473684210006924,14.6,0,23.052631578959833
176d07735789,HK1 2024-2025,0.0,0.0,17,0,20241,2021,1,A01,21.79,16.07,,TEST,2.38,2.15,21.0,23.0,0,5.719999999999999,5,7,0.22999999999999998,0.913043478221172,0.9042553191008375,1,0.034999982500008665,0.11206396982676144,11.0,0.09649122806932903,14.714285714285714,0,15.359649122821406
177266214255,HK1 2024-2025,0.0,0.0,9,0,20241,2020,1,A00,22.97,21.82,,TEST,2.0,0.79,15.0,24.0,0,1.1499999999999986,6,9,1.21,0.6249999999739584,0.7377049179723193,1,-0.09499995250002372,0.1004572877727985,47.0,0.30921052631375523,11.666666666666666,0,6.217105263176203
17750158fb34,HK1 2024-2025,0.0,0.0,15,0,20241,2024,100,A01,24.22,20.73,,TEST,-1.0,-1.0,0.0,0.0,1,3.4899999999999984,2,1,0.0,0.0,15000000000.0,0,0.0,0.0,0.0,0.0,0.0,0,15.0
17809e95467d,HK1 2024-2025,0.0,0.0,19,0,20241,2023,100,A00,24.25,22.03,,TEST,2.3,2.28,20.0,20.0,0,2.219999999999999,3,3,0.020000000000000018,0.99999999995,1.7272727271157025,0,0.019999960000080017,0.014142135623730807,0.0,0.0,11.0,0,19.0
1787ea6fd430,HK1 2024-2025,0.0,0.0,15,0,20241,2024,100,A00,25.11,23.91,,TEST,-1.0,-1.0,0.0,0.0,1,1.1999999999999993,2,1,0.0,0.0,15000000000.0,0,0.0,0.0,0.0,0.0,0.0,0,15.0
178908bebb7d,HK1 2024-2025,0.0,0.0,17,0,20241,2024,100,A00,23.65,20.26,,TEST,-1.0,-1.0,0.0,0.0,1,3.389999999999997,2,1,0.0,0.0,16999999999.999998,0,0.0,0.0,0.0,0.0,0.0,0,17.0
178d291b3642,HK1 2024-2025,0.0,0.0,18,0,20241,2024,100,A00,23.66,22.09,,TEST,-1.0,-1.0,0.0,0.0,1,1.5700000000000003,2,1,0.0,0.0,18000000000.0,0,0.0,0.0,0.0,0.0,0.0,0,18.0
17915b6b93af,HK1 2024-2025,0.0,0.0,22,0,20241,2023,100,D01,21.45,21.06,,TEST,2.94,2.86,17.0,17.0,0,0.39000000000000057,3,3,0.08000000000000007,0.9999999999411765,1.941176470416955,0,-0.06999986000027983,0.04949747468305806,0.0,0.0,11.333333333333334,0,22.0
179722131db7,HK1 2024-2025,0.0,0.0,19,0,20241,2024,100,A00,20.03,20.03,,TEST,-1.0,-1.0,0.0,0.0,1,0.0,2,1,0.0,0.0,19000000000.0,0,0.0,0.0,0.0,0.0,0.0,0,19.0
1799175ddf9d,HK1 2024-2025,0.0,0.0,15,0,20241,2024,100,A00,23.34,23.31,,TEST,-1.0,-1.0,0.0,0.0,1,0.030000000000001137,2,1,0.0,0.0,15000000000.0,0,0.0,0.0,0.0,0.0,0.0,0,15.0
1799fc34ec3f,HK1 2024-2025,0.0,0.0,21,0,20241,2023,100,A01,24.15,23.4,,TEST,2.93,3.08,18.0,18.0,0,0.75,3,3,-0.1499999999999999,0.9999999999444444,1.7499999998541667,0,0.05999988000024005,0.042426406871192736,0.0,0.0,12.0,0,21.0
179b24d2d4a1,HK1 2024-2025,0.0,0.0,20,0,20241,2023,100,A00,21.5,19.91,,TEST,2.13,1.61,18.0,20.0,0,1.5899999999999999,3,3,0.5199999999999998,0.899999999955,1.6666666665277778,1,-0.3699992600014801,0.26162950903902266,2.0,0.05263157894598339,12.0,0,18.947368421080334
17a179946006,HK1 2024-2025,0.0,0.0,4,0,20241,2020,1,A00,25.21,24.31,,TEST,2.51,2.61,25.0,25.0,0,0.9000000000000021,6,7,-0.10000000000000009,0.99999999996,0.22471910111097082,0,0.034999982500008665,0.07527726527090818,12.0,0.09917355371818865,15.571428571428571,0,3.6033057851272456
17a4d6c3ab48,HK1 2024-2025,0.0,0.0,20,0,20241,2023,100,A00,23.83,19.74,,TEST,2.44,1.75,14.0,20.0,0,4.09,3,3,0.69,0.699999999965,3.333333332777778,1,0.22999954000091996,0.16263455967290577,20.0,0.5263157894598338,6.0,0,9.473684210803324
17af380716c0,HK1 2024-2025,0.0,0.0,15,0,20241,2021,1,V00,22.91,22.53,,TEST,2.55,2.51,18.0,18.0,0,0.379999999999999,5,7,0.040000000000000036,0.9999999999444444,0.8152173912600426,0,-0.02499998750000638,0.13573871960498185,2.0,0.01869158878487204,15.0,0,14.719626168226918
17b2bcbfb2e2,HK1 2024-2025,0.0,0.0,24,0,20241,2023,100,V02,22.35,21.19,,TEST,0.99,0.0,0.0,20.0,0,1.1600000000000001,3,3,0.99,0.0,35.999999946,1,-0.009999980000040008,0.007071067811865481,33.0,0.9428571428302042,0.6666666666666666,1,1.3714285720751
17b48012c710,HK1 2024-2025,0.0,0.0,7,0,20241,2020,1,A00,21.24,19.63,,TEST,2.02,0.66,8.0,20.0,0,1.6099999999999994,6,8,1.3599999999999999,0.39999999998,0.8974358973208416,1,0.0,0.0854400374531758,63.0,0.4960629921220782,8.0,0,3.527559055145452
17b8c3703215,HK1 2024-2025,0.0,0.0,18,0,20241,2024,100,D07,23.04,22.94,,TEST,-1.0,-1.0,0.0,0.0,1,0.09999999999999787,2,1,0.0,0.0,18000000000.0,0,0.0,0.0,0.0,0.0,0.0,0,18.0
17be33725731,HK1 2024-2025,0.0,0.0,3,0,20241,2020,1,A00,21.73,19.97,,TEST,2.41,2.56,10.0,13.0,0,1.7600000000000016,6,9,-0.1499999999999999,0.7692307691715976,0.1923076922953649,1,0.06999996500001755,0.07527726527090749,8.0,0.05882352941133218,14.222222222222221,0,2.8235294117660032
17c0a51c690b,HK1 2024-2025,0.0,0.0,18,0,20241,2024,200,A01,25.21,24.5,,TEST,-1.0,-1.0,0.0,0.0,1,0.7100000000000009,2,1,0.0,0.0,18000000000.0,0,0.0,0.0,0.0,0.0,0.0,0,18.0
17c1fb0cd670,HK1 2024-2025,0.0,0.0,30,0,20241,2020,1,V00,21.83,21.06,,TEST,2.02,0.45,5.0,16.0,0,0.7699999999999996,6,9,1.57,0.31249999998046873,2.3437499998168945,1,-0.03999998000001003,0.05033222956847256,56.0,0.34146341463206425,12.0,1,19.75609756103807
17c53c3f95c4,HK1 2024-2025,0.0,0.0,19,0,20241,2023,100,A00,23.94,23.84,,TEST,1.94,0.97,11.0,20.0,0,0.10000000000000142,3,3,0.97,0.5499999999725,3.3529411758788923,1,-0.28999942000116,0.2050609665440988,14.0,0.4516129032112383,5.666666666666667,0,10.419354838986472
17c6fee91af9,HK1 2024-2025,0.0,0.0,17,0,20241,2024,100,A00,25.55,24.6,,TEST,-1.0,-1.0,0.0,0.0,1,0.9499999999999993,2,1,0.0,0.0,16999999999.999998,0,0.0,0.0,0.0,0.0,0.0,0,17.0
